Date,SalesPerson,Region,Category,Product,Quantity,UnitPrice,Sales
2025-12-22,Carlos,South,Electronics,Mouse,2,35,70
2025-08-03,Brian,North,Office Supplies,Paper,5,15,75
2025-06-07,Carlos,North,Office Supplies,Pen Pack,1,12,12
2025-12-12,Diana,North,Furniture,Bookshelf,10,180,1800
2025-12-03,Carlos,East,Office Supplies,Paper,2,15,30
2025-04-27,Alice,West,Office Supplies,Notebook,4,8,32
2025-12-09,Carlos,East,Electronics,Monitor,1,300,300
2025-09-13,Frank,West,Furniture,Desk,10,450,4500
2025-12-14,Grace,East,Electronics,Monitor,10,300,3000
2025-12-14,Brian,East,Furniture,Office Chair,8,220,1760
2025-10-17,Carlos,West,Office Supplies,Pen Pack,10,12,120
2025-06-08,Emily,East,Furniture,Bookshelf,5,180,900
2025-04-30,Carlos,East,Furniture,Office Chair,1,220,220
2025-08-12,Brian,North,Electronics,Mouse,2,35,70
2025-03-27,Henry,North,Furniture,Office Chair,1,220,220
2025-03-20,Brian,West,Office Supplies,Paper,7,15,105
2025-10-20,Alice,North,Office Supplies,Calculator,4,40,160
2025-04-24,Frank,East,Electronics,Monitor,1,300,300
2025-12-15,Frank,East,Office Supplies,Calculator,4,40,160
2025-09-21,Henry,West,Electronics,Keyboard,5,50,250
2025-02-13,Henry,North,Office Supplies,Paper,4,15,60
2025-07-22,Henry,East,Office Supplies,Pen Pack,3,12,36
2025-06-17,Carlos,West,Office Supplies,Calculator,7,40,280
2025-02-27,Henry,South,Electronics,Mouse,5,35,175
2025-12-02,Diana,West,Furniture,Desk,3,450,1350
2025-09-09,Frank,South,Office Supplies,Paper,4,15,60
2025-07-24,Brian,East,Furniture,Bookshelf,2,180,360
2025-07-26,Diana,East,Office Supplies,Paper,5,15,75
2025-03-05,Henry,West,Furniture,Desk,7,450,3150
2025-02-18,Carlos,South,Office Supplies,Pen Pack,1,12,12
2025-12-20,Frank,South,Electronics,Laptop,10,1200,12000
2025-07-09,Diana,West,Office Supplies,Calculator,2,40,80
2025-10-29,Brian,North,Office Supplies,Notebook,2,8,16
2025-12-11,Carlos,West,Electronics,Keyboard,8,50,400
2025-09-29,Henry,West,Office Supplies,Paper,10,15,150
2025-01-28,Carlos,East,Office Supplies,Paper,10,15,150
2025-05-29,Henry,South,Office Supplies,Calculator,7,40,280
2025-04-19,Frank,South,Electronics,Printer,6,250,1500
2025-10-17,Henry,North,Office Supplies,Notebook,7,8,56
2025-06-28,Diana,North,Electronics,Mouse,6,35,210
2025-01-02,Carlos,West,Furniture,Office Chair,10,220,2200
2025-02-22,Henry,West,Furniture,Bookshelf,7,180,1260
2025-03-27,Diana,West,Electronics,Keyboard,5,50,250
2025-07-04,Henry,East,Electronics,Monitor,4,300,1200
2025-11-13,Brian,North,Furniture,Office Chair,4,220,880
2025-09-22,Emily,South,Electronics,Monitor,8,300,2400
2025-06-03,Carlos,West,Office Supplies,Notebook,9,8,72
2025-04-25,Emily,South,Electronics,Monitor,6,300,1800
2025-12-23,Carlos,East,Office Supplies,Pen Pack,1,12,12
2025-11-21,Brian,West,Office Supplies,Paper,5,15,75
2025-03-09,Carlos,East,Office Supplies,Paper,3,15,45
2025-12-20,Alice,East,Electronics,Printer,3,250,750
2025-09-02,Grace,West,Electronics,Keyboard,3,50,150
2025-05-12,Brian,East,Furniture,Office Chair,2,220,440
2025-04-16,Grace,North,Electronics,Keyboard,1,50,50
2025-07-07,Alice,South,Furniture,Bookshelf,6,180,1080
2025-09-28,Diana,South,Electronics,Keyboard,5,50,250
2025-05-23,Grace,North,Office Supplies,Pen Pack,8,12,96
2025-05-06,Emily,West,Electronics,Printer,7,250,1750
2025-07-05,Carlos,West,Furniture,Office Chair,9,220,1980
2025-07-23,Alice,East,Office Supplies,Paper,5,15,75
2025-03-15,Frank,North,Office Supplies,Paper,1,15,15
2025-01-04,Alice,West,Furniture,Bookshelf,7,180,1260
2025-11-17,Brian,South,Office Supplies,Calculator,3,40,120
2025-12-13,Alice,South,Office Supplies,Pen Pack,10,12,120
2025-12-29,Diana,West,Furniture,Bookshelf,6,180,1080
2025-01-31,Grace,South,Office Supplies,Pen Pack,10,12,120
2025-02-01,Emily,South,Furniture,Bookshelf,4,180,720
2025-12-02,Emily,North,Office Supplies,Paper,8,15,120
2025-02-21,Alice,West,Furniture,Desk,7,450,3150
2025-07-13,Grace,East,Office Supplies,Pen Pack,3,12,36
2025-01-20,Henry,South,Furniture,Bookshelf,3,180,540
2025-12-12,Henry,South,Furniture,Desk,8,450,3600
2025-07-28,Brian,East,Office Supplies,Pen Pack,3,12,36
2025-05-10,Grace,West,Office Supplies,Paper,1,15,15
2025-09-01,Emily,South,Electronics,Mouse,10,35,350
2025-03-03,Alice,South,Furniture,Bookshelf,3,180,540
2025-08-14,Frank,East,Office Supplies,Calculator,7,40,280
2025-11-20,Carlos,West,Furniture,Desk,6,450,2700
2025-06-17,Frank,West,Electronics,Laptop,7,1200,8400
2025-03-18,Emily,North,Electronics,Keyboard,7,50,350
2025-10-20,Henry,East,Electronics,Monitor,6,300,1800
2025-04-18,Brian,North,Office Supplies,Pen Pack,4,12,48
